Beta,Mu,Initial_Ratio,MC_Rho,MMCA_Rho
0.02,0.1,0.2,0.7111149999999999,0.7493575253757511
0.04,0.1,0.2,0.82977,0.874576435022759
0.06,0.1,0.2,0.8677674999999999,0.9163649379638488
0.08,0.1,0.2,0.8839175,0.9372619778282081
0.1,0.1,0.2,0.8939975,
0.12,0.1,0.2,0.8993300000000001,
0.14,0.1,0.2,0.9035225,
0.16,0.1,0.2,0.9051075000000001,
0.18,0.1,0.2,0.90641,
0.2,0.1,0.2,0.9075775000000001,
0.22,0.1,0.2,0.908095,
0.24,0.1,0.2,0.90802,
0.26,0.1,0.2,0.9091225000000001,
0.28,0.1,0.2,0.908495,
0.3,0.1,0.2,0.9089100000000001,
0.32,0.1,0.2,0.9092574999999999,
0.34,0.1,0.2,0.9094400000000001,
0.36,0.1,0.2,0.9085,
0.38,0.1,0.2,0.909225,
0.4,0.1,0.2,0.9084675,
0.42,0.1,0.2,0.90908,
0.44,0.1,0.2,0.9092249999999998,
0.46,0.1,0.2,0.908995,
0.48,0.1,0.2,0.9095325,
0.5,0.1,0.2,0.9093424999999999,
0.52,0.1,0.2,0.909165,
0.54,0.1,0.2,0.9090699999999999,
0.56,0.1,0.2,0.908645,
0.58,0.1,0.2,0.9091175000000001,
0.6,0.1,0.2,0.9090649999999999,
0.62,0.1,0.2,0.9091,
0.64,0.1,0.2,0.908755,
0.66,0.1,0.2,0.90947,
0.68,0.1,0.2,0.9090174999999999,
0.7000000000000001,0.1,0.2,0.9088674999999999,
0.72,0.1,0.2,0.9089824999999999,
0.74,0.1,0.2,0.9091800000000001,
0.76,0.1,0.2,0.9095099999999999,
0.78,0.1,0.2,0.90851,
0.8,0.1,0.2,0.9081625,
0.8200000000000001,0.1,0.2,0.908795,
0.84,0.1,0.2,0.9092075,
0.86,0.1,0.2,0.9098150000000002,
0.88,0.1,0.2,0.9095325,
0.9,0.1,0.2,0.9094325000000001,
0.92,0.1,0.2,0.9092950000000001,
0.9400000000000001,0.1,0.2,0.909345,
0.96,0.1,0.2,0.909705,
0.98,0.1,0.2,0.9083875,
1.0,0.1,0.2,0.9097575,
0.0,0.3,0.2,0.0,0.00013775955399738146
0.02,0.3,0.2,0.14797999999999997,0.25238644147373845
0.04,0.3,0.2,0.5362925000000001,0.6245281777316593
0.06,0.3,0.2,0.6399675,0.7494528499685361
0.08,0.3,0.2,0.692345,0.8119895995216699
0.1,0.3,0.2,0.7204575,
0.12,0.3,0.2,0.7373575,
0.14,0.3,0.2,0.74818,
0.16,0.3,0.2,0.7551075,
0.18,0.3,0.2,0.7591024999999999,
0.2,0.3,0.2,0.7640225,
0.22,0.3,0.2,0.7648124999999999,
0.24,0.3,0.2,0.7655,
0.26,0.3,0.2,0.76658,
0.28,0.3,0.2,0.7684675,
0.3,0.3,0.2,0.767855,
0.32,0.3,0.2,0.7690649999999999,
0.34,0.3,0.2,0.7688200000000001,
0.36,0.3,0.2,0.7698775000000001,
0.38,0.3,0.2,0.7695224999999999,
0.4,0.3,0.2,0.7691674999999999,
0.42,0.3,0.2,0.7688974999999999,
0.44,0.3,0.2,0.7692100000000001,
0.46,0.3,0.2,0.7699075000000002,
0.48,0.3,0.2,0.76924,
0.5,0.3,0.2,0.7700775,
0.52,0.3,0.2,0.768965,
0.54,0.3,0.2,0.7691525,
0.56,0.3,0.2,0.7695574999999999,
0.58,0.3,0.2,0.768735,
0.6,0.3,0.2,0.7695675,
0.62,0.3,0.2,0.769245,
0.64,0.3,0.2,0.7695000000000001,
0.66,0.3,0.2,0.7686624999999999,
0.68,0.3,0.2,0.768475,
0.7000000000000001,0.3,0.2,0.7688624999999999,
0.72,0.3,0.2,0.7696550000000001,
0.74,0.3,0.2,0.7683424999999999,
0.76,0.3,0.2,0.7690975,
0.78,0.3,0.2,0.7698075,
0.8,0.3,0.2,0.7691199999999999,
0.8200000000000001,0.3,0.2,0.7691674999999999,
0.84,0.3,0.2,0.7690075000000001,
0.86,0.3,0.2,0.768415,
0.88,0.3,0.2,0.7687100000000001,
0.9,0.3,0.2,0.7695075,
0.92,0.3,0.2,0.7697725,
0.9400000000000001,0.3,0.2,0.7689175,
0.96,0.3,0.2,0.7692474999999999,
